im_Dyskeratotic,im_Koilocytotic,im_Metaplastic,im_Parabasal,im_Superficial-Intermediate,True_Label,Predicted_Label,Model
0.002853697,0.4553282,0.52384806,0.016664956,0.001305112,3,2,DenseNet169
0.029486269,0.96206695,0.004604407,0.001463091,0.002379395,1,1,DenseNet169
0.004886084,0.13329414,0.005841442,0.010918658,0.84505963,4,4,DenseNet169
0.007063064,0.59011436,0.3783732,0.02263567,0.001813669,2,1,DenseNet169
0.9550505,0.042239044,0.002395295,0.000265517,4.97E-05,0,0,DenseNet169
0.001139175,0.006424765,0.21659474,0.77270824,0.003133077,2,3,DenseNet169
0.000664257,0.9954749,0.00354445,1.92E-05,0.000297189,1,1,DenseNet169
0.010573998,0.11564504,0.7651719,0.10433262,0.004276503,2,2,DenseNet169
0.017342977,0.9633257,0.018236533,0.000942098,0.000152714,1,1,DenseNet169
0.1830484,0.6411399,0.083354175,0.09122788,0.00122969,0,1,DenseNet169
0.00161352,0.008948935,0.8972175,0.091850534,0.000369425,2,2,DenseNet169
4.30E-05,0.000466655,5.27E-05,0.000294318,0.99914336,4,4,DenseNet169
0.002923326,0.002417954,0.012748299,0.98079497,0.001115441,3,3,DenseNet169
0.001208735,0.03499062,0.9510249,0.010315732,0.002460034,2,2,DenseNet169
0.001798035,0.6118273,0.3710001,0.014765527,0.000608996,1,1,DenseNet169
0.028891535,0.06084413,0.011549593,0.000209718,0.898505,4,4,DenseNet169
0.00697483,0.08037219,0.88151205,0.029159253,0.001981702,2,2,DenseNet169
0.00753146,0.00789826,0.013735942,0.9703522,0.000482083,3,3,DenseNet169
0.000575549,0.9450251,0.050158326,0.002312915,0.001928097,1,1,DenseNet169
0.002466105,0.002960488,0.040625602,0.95321363,0.000734165,3,3,DenseNet169
0.000861444,0.11803183,0.017395465,0.8413843,0.022326916,3,3,DenseNet169
0.023873681,0.96479005,0.011163202,0.000144897,2.82E-05,1,1,DenseNet169
0.73734623,0.24405347,0.01724609,0.000249111,0.001105026,0,0,DenseNet169
0.016850362,0.019346261,0.20275825,0.7556457,0.005399481,3,3,DenseNet169
0.89188033,0.030257676,0.014674557,0.061174244,0.00201314,0,0,DenseNet169
0.002918242,0.9849519,0.011542736,0.00044674,0.000140329,1,1,DenseNet169
0.028084135,0.013973248,0.09094665,0.86331534,0.003680616,3,3,DenseNet169
0.07328678,0.35284346,0.57068044,0.001456903,0.001732469,2,2,DenseNet169
0.36668766,0.56264096,0.04895035,0.018435061,0.003285905,1,1,DenseNet169
0.24332906,0.32175207,0.25923625,0.1696893,0.005993335,2,1,DenseNet169
0.023890458,0.7201961,0.23254912,0.010115113,0.01324918,1,1,DenseNet169
0.97063655,0.026926955,0.002150606,0.000250792,3.52E-05,0,0,DenseNet169
0.9903666,0.009017966,0.000387503,0.000144845,8.31E-05,0,0,DenseNet169
0.002931235,0.011235336,0.000450977,0.000691818,0.9846906,4,4,DenseNet169
0.000402647,0.008272208,0.002749225,0.008199188,0.9803767,4,4,DenseNet169
0.000984275,0.004378839,0.011621627,0.9820325,0.000982768,3,3,DenseNet169
0.00028845,0.015351688,0.98032814,5.02E-05,0.003981476,2,2,DenseNet169
0.023510007,0.95686156,0.0193266,0.000103284,0.000198657,1,1,DenseNet169
0.98996824,0.009839297,9.14E-05,1.19E-05,8.92E-05,0,0,DenseNet169
0.03515866,0.011610869,0.000755173,0.000612826,0.9518625,4,4,DenseNet169
0.001113059,0.9796774,0.007528618,0.001426011,0.010254929,1,1,DenseNet169
0.92703354,0.058405306,0.002275243,0.004192768,0.008093121,0,0,DenseNet169
7.19E-05,0.00049501,0.000268687,1.18E-05,0.99915254,4,4,DenseNet169
0.012582656,0.08325014,0.90213484,0.001910832,0.000121497,2,2,DenseNet169
0.03850091,0.104925714,0.04571334,0.41945413,0.39140588,4,3,DenseNet169
0.001047875,0.043873984,0.95485574,4.12E-05,0.000181264,2,2,DenseNet169
0.003462602,0.8328942,0.15773311,0.004347489,0.001562578,2,1,DenseNet169
0.000131667,0.017250864,0.001205421,0.002030422,0.97938156,4,4,DenseNet169
0.000288898,0.002665627,0.005559394,0.9905414,0.000944686,3,3,DenseNet169
0.01691089,0.07045659,0.7259637,0.09585889,0.0908099,2,2,DenseNet169
0.9556291,0.04336712,0.000676778,7.09E-05,0.000256137,0,0,DenseNet169
0.02161836,0.15870373,0.72936094,0.06765126,0.022665702,2,2,DenseNet169
0.000295721,0.004955782,0.9946548,5.06E-05,4.30E-05,2,2,DenseNet169
0.000242662,0.032221,0.95088494,3.65E-05,0.01661488,2,2,DenseNet169
0.02240427,0.31906113,0.5992577,0.030960003,0.028316965,1,2,DenseNet169
0.15628028,0.80052876,0.000433568,0.001515778,0.041241575,1,1,DenseNet169
0.002711074,0.9174442,0.078168154,0.000407122,0.001269442,1,1,DenseNet169
0.32252857,0.5703415,0.08620391,0.015462522,0.005463553,0,1,DenseNet169
0.000185468,0.00117675,0.9986059,2.58E-05,6.11E-06,2,2,DenseNet169
0.002993177,0.003305304,0.004229492,0.9893936,7.84E-05,3,3,DenseNet169
0.802744,0.19624868,0.000963807,3.35E-05,9.96E-06,0,0,DenseNet169
0.015829414,0.31620786,0.6320677,0.03351571,0.002379398,2,2,DenseNet169
3.97E-05,0.00161898,8.53E-05,0.000104467,0.9981515,4,4,DenseNet169
0.004497297,0.004651245,0.008575636,0.9818299,0.000445895,3,3,DenseNet169
0.028772848,0.35234052,0.2304845,0.38348344,0.004918765,1,3,DenseNet169
0.007221888,0.034699686,0.16434549,0.7885629,0.005170165,3,3,DenseNet169
0.98749113,0.006397084,0.002213968,0.003843036,5.48E-05,0,0,DenseNet169
0.001045577,0.002620596,0.004498792,0.9901266,0.0017084,3,3,DenseNet169
0.9795824,0.004751409,0.000730865,0.014785477,0.000149855,0,0,DenseNet169
0.6456131,0.14022103,0.04145811,0.1711754,0.001532436,0,0,DenseNet169
0.740211,0.06479744,0.009891916,0.18344511,0.001654541,0,0,DenseNet169
0.001667884,0.02437761,0.581383,0.3781701,0.014401404,2,2,DenseNet169
0.002356861,0.035336707,0.054667544,0.013953557,0.89368534,4,4,DenseNet169
0.019424412,0.031601854,0.003201788,0.91252095,0.03325102,3,3,DenseNet169
0.123337515,0.1607613,0.12393929,0.58540094,0.006560908,3,3,DenseNet169
0.000220712,0.98134696,0.001455281,9.33E-05,0.01688356,1,1,DenseNet169
2.61E-05,0.030260285,0.000771763,0.000377376,0.96856445,4,4,DenseNet169
8.77E-05,0.001298304,2.16E-05,8.15E-06,0.9985843,4,4,DenseNet169
0.003831826,0.55989665,0.2705874,0.10474062,0.060943507,1,1,DenseNet169
0.010838537,0.002965826,0.010672683,0.9751772,0.000345683,3,3,DenseNet169
0.000196656,0.012834333,0.9856716,0.000819237,0.000478186,2,2,DenseNet169
0.000563487,0.08335543,0.00644295,0.000549368,0.90908873,4,4,DenseNet169
0.40004957,0.5152538,0.06535558,0.017282894,0.00205809,0,1,DenseNet169
0.022399528,0.06130945,0.68679744,0.22502874,0.00446488,2,2,DenseNet169
0.072854854,0.026554309,0.051274456,0.8456866,0.003629806,3,3,DenseNet169
0.2939969,0.15863422,0.5377909,0.008675619,0.000902369,2,2,DenseNet169
0.010785613,0.013245185,0.2254425,0.7470816,0.003445079,3,3,DenseNet169
0.00115481,0.06415825,0.9191035,0.011766274,0.003817115,2,2,DenseNet169
0.000520717,0.002085364,0.001677052,0.9941036,0.001613239,3,3,DenseNet169
0.26442546,0.69844234,0.035124574,0.001913683,9.40E-05,1,1,DenseNet169
0.006987245,0.94225043,0.03931828,0.005571852,0.005872125,1,1,DenseNet169
0.000104609,0.001462761,0.00088384,0.000662277,0.99688655,4,4,DenseNet169
0.9819941,0.008091318,0.000910681,0.006099852,0.002904148,0,0,DenseNet169
0.16821261,0.045969084,0.31025288,0.45760325,0.017962184,2,3,DenseNet169
0.000438269,0.005626859,0.9779312,0.015784431,0.000219314,2,2,DenseNet169
0.001368435,0.065993905,0.91787046,0.007264554,0.00750274,2,2,DenseNet169
0.15455112,0.84493315,0.000273471,3.99E-05,0.000202341,1,1,DenseNet169
0.007071089,0.050075546,0.81198996,0.06688641,0.06397689,2,2,DenseNet169
0.121901564,0.681887,0.10803091,0.05658639,0.031594146,1,1,DenseNet169
0.010738626,0.9027011,0.08393774,0.000616732,0.002005868,1,1,DenseNet169
0.001654261,0.012405754,0.00927996,0.005501144,0.97115886,4,4,DenseNet169
0.026500687,0.09764143,0.6741046,0.1879651,0.013788166,2,2,DenseNet169
0.001778559,0.015252832,0.9829269,6.35E-06,3.54E-05,2,2,DenseNet169
0.8602925,0.098728515,0.02773781,0.007828205,0.005412933,0,0,DenseNet169
0.066586405,0.8083724,0.107428834,0.00934134,0.008270998,1,1,DenseNet169
0.000291871,7.02E-05,0.00041315,0.9991295,9.53E-05,3,3,DenseNet169
0.870755,0.07121981,0.015048331,0.03976626,0.003210595,0,0,DenseNet169
0.9629695,0.031466056,0.003471742,0.001147727,0.000944968,0,0,DenseNet169
0.000805927,0.013932447,0.00478784,0.003891832,0.976582,4,4,DenseNet169
0.008827495,0.97071296,0.018852374,0.000419653,0.001187371,1,1,DenseNet169
0.001506065,0.005060581,0.010845656,0.981938,0.000649604,3,3,DenseNet169
5.55E-05,0.000642517,0.9992532,3.20E-05,1.68E-05,2,2,DenseNet169
0.29040834,0.611621,0.07449069,0.020530572,0.002949408,1,1,DenseNet169
0.04041459,0.8992775,0.059828278,0.000103552,0.000376087,1,1,DenseNet169
0.8390738,0.11822064,0.04235069,1.93E-05,0.000335657,0,0,DenseNet169
0.60018164,0.08462692,0.30635267,0.008230726,0.000608099,0,0,DenseNet169
0.000315683,0.020536494,0.026923977,0.002389357,0.9498345,4,4,DenseNet169
2.05E-05,0.000186165,3.32E-05,1.75E-06,0.9997584,4,4,DenseNet169
0.065895066,0.9279203,0.003652229,0.000573283,0.001959096,1,1,DenseNet169
0.011003129,0.012096259,0.005377176,0.97109914,0.000424259,3,3,DenseNet169
0.11455427,0.033051327,0.11707513,0.72633475,0.008984532,3,3,DenseNet169
0.850546,0.09886555,0.042158984,0.007431077,0.000998276,0,0,DenseNet169
0.43161744,0.5615275,0.003258707,0.003554887,4.14E-05,1,1,DenseNet169
0.000206009,0.000624725,0.000634905,0.000152483,0.99838185,4,4,DenseNet169
0.9963766,0.002559074,0.000987679,3.59E-05,4.09E-05,0,0,DenseNet169
0.85592616,0.07193103,0.005787141,0.06357854,0.002777053,0,0,DenseNet169
0.000418531,0.011228972,0.01328145,0.004046916,0.97102416,4,4,DenseNet169
2.50E-05,0.000439203,6.12E-05,2.25E-05,0.99945205,4,4,DenseNet169
0.84929585,0.012819784,0.000167604,0.13754223,0.000174565,0,0,DenseNet169
0.44744685,0.51410043,0.028313998,0.009498212,0.000640477,0,1,DenseNet169
0.9528308,0.018062213,0.005137955,0.021969639,0.001999382,0,0,DenseNet169
0.000256432,0.9733192,0.018648952,0.001545559,0.006229985,1,1,DenseNet169
0.000751627,0.045082845,0.026409715,0.92691535,0.000840454,3,3,DenseNet169
0.000251924,0.010782869,0.000392414,0.001883461,0.9866894,4,4,DenseNet169
0.007847734,0.030726865,0.011019981,0.9497358,0.000669571,3,3,DenseNet169
0.003591173,0.08936051,0.87062925,0.03524188,0.001177154,2,2,DenseNet169
0.023391582,0.8826872,0.08755395,0.005863437,0.000503806,1,1,DenseNet169
0.001149095,0.000300262,0.001468772,0.9969785,0.000103362,3,3,DenseNet169
0.000446789,0.022999913,0.001370481,0.004832736,0.97035015,4,4,DenseNet169
0.0232967,0.03155033,0.10957572,0.82465434,0.010922952,3,3,DenseNet169
0.003561735,0.021618962,0.0227687,0.006548693,0.94550186,4,4,DenseNet169
0.9178683,0.042123284,0.021414079,0.016839186,0.001755232,0,0,DenseNet169
0.002259594,0.000430571,0.001052243,0.9959881,0.000269505,3,3,DenseNet169
0.005559434,0.97812885,0.012309556,0.000845504,0.003156609,1,1,DenseNet169
0.013424119,0.032503504,0.011311386,0.008730589,0.93403035,4,4,DenseNet169
0.8011668,0.08409837,0.030459639,0.07683024,0.007445015,1,0,DenseNet169
0.001754486,0.039537627,0.9049145,0.052978665,0.000814806,2,2,DenseNet169
0.5502286,0.19505322,0.10973277,0.14344123,0.001544263,0,0,DenseNet169
0.019847615,0.060412534,0.13537605,0.76225084,0.022112977,3,3,DenseNet169
0.002503441,0.082729205,0.004212341,0.001872024,0.908683,4,4,DenseNet169
0.02034238,0.031023307,0.75614995,0.1918378,0.000646531,2,2,DenseNet169
0.000223472,0.01910295,0.94056094,4.81E-05,0.040064566,2,2,DenseNet169
0.48278236,0.45939797,0.00709837,0.000373434,0.050347846,1,0,DenseNet169
0.002105265,0.20682459,0.012681467,0.002403845,0.7759848,1,4,DenseNet169
0.000198124,0.027733723,0.00150426,0.000447808,0.970116,4,4,DenseNet169
0.004084211,0.1329559,0.00326973,0.022404587,0.8372855,4,4,DenseNet169
0.000467605,8.74E-05,0.000417519,0.9989882,3.92E-05,3,3,DenseNet169
0.005213996,0.12986895,0.8118259,0.047190398,0.00590077,2,2,DenseNet169
0.003059571,0.050009787,0.8889162,0.057088055,0.000926354,2,2,DenseNet169
0.045231882,0.093623705,0.8581273,0.00193649,0.001080662,2,2,DenseNet169
0.98182803,0.010724536,0.000165464,0.000957598,0.006324309,0,0,DenseNet169
0.001136887,0.9366124,0.059864093,0.001465977,0.000920712,2,1,DenseNet169
0.007153137,0.11865306,0.85105675,0.005130173,0.018006865,2,2,DenseNet169
0.017928684,0.2872839,0.69032353,0.003872109,0.000591786,2,2,DenseNet169
0.001519516,0.93770033,0.059419755,9.19E-05,0.001268652,1,1,DenseNet169
0.001029362,0.17202899,0.82384354,0.001494843,0.001603295,2,2,DenseNet169
0.000491654,0.002249943,0.000114185,0.003189468,0.9939547,4,4,DenseNet169
7.44E-06,3.36E-05,9.86E-06,4.14E-07,0.9999486,4,4,DenseNet169
0.004914137,0.5774404,0.37283874,0.041976675,0.002830083,2,1,DenseNet169
1.73E-05,6.16E-05,9.71E-05,2.12E-06,0.99982184,4,4,DenseNet169
0.000832493,0.00119214,0.001831971,0.9903346,0.005808888,3,3,DenseNet169
0.000936937,0.005490849,0.03166508,0.000449836,0.96145725,4,4,DenseNet169
0.000542128,0.00565368,0.000108962,7.65E-05,0.9936187,4,4,DenseNet169
7.74E-05,0.000664038,2.05E-05,0.00123131,0.99800676,4,4,DenseNet169
0.90713537,0.08590462,0.0003593,0.000608358,0.005992348,0,0,DenseNet169
0.026258258,0.006212325,0.007658917,0.9591078,0.000762703,3,3,DenseNet169
0.027595716,0.00948059,0.007621248,0.9550252,0.000277214,3,3,DenseNet169
0.98871696,0.009053282,0.00014411,0.001620045,0.000465514,0,0,DenseNet169
0.3222352,0.11689908,0.28984398,0.2506436,0.020378087,2,0,DenseNet169
0.000341126,0.000641127,0.000203567,0.000843349,0.99797076,4,4,DenseNet169
0.796323,0.15146656,0.004149539,0.04785017,0.000210717,0,0,DenseNet169
0.000477898,0.003465637,0.000401832,0.009421683,0.986233,4,4,DenseNet169
0.000593881,0.98428637,0.014735514,0.000225679,0.000158659,1,1,DenseNet169
0.99425584,0.002734239,0.000814043,0.001103153,0.001092791,0,0,DenseNet169
0.000482343,0.012713627,0.00101171,0.00841593,0.97737634,4,4,DenseNet169
5.78E-05,0.002590237,0.000483078,0.000159184,0.9967097,4,4,DenseNet169
0.001322971,0.01455781,0.004534495,0.9710141,0.008570603,3,3,DenseNet169
0.001104517,0.15119225,0.02199038,0.009740778,0.81597203,4,4,DenseNet169
1.86E-05,0.000146067,3.95E-05,2.86E-06,0.999793,4,4,DenseNet169
4.85E-05,0.006545058,0.000347206,0.000227908,0.99283123,4,4,DenseNet169
0.000931569,0.000700349,0.99791855,0.000293944,0.000155602,2,2,DenseNet169
0.08016725,0.031223666,0.05882899,0.82357943,0.006200631,3,3,DenseNet169
0.007058312,0.014422786,0.030719055,0.94038475,0.007415154,3,3,DenseNet169
0.8132856,0.16538951,0.003101431,0.002644209,0.015579156,0,0,DenseNet169
0.000172176,0.00012673,0.000106201,5.81E-06,0.99958915,4,4,DenseNet169
0.9721728,0.027666934,0.000146549,2.03E-06,1.16E-05,0,0,DenseNet169
0.005349783,0.76525193,0.058173418,0.14419246,0.027032366,1,1,DenseNet169
0.998719,0.001088982,1.72E-05,0.000114796,6.01E-05,0,0,DenseNet169
6.45E-05,0.000175742,0.000175857,0.99944013,0.000143639,3,3,DenseNet169
0.000432204,0.001683673,0.001044746,0.99602854,0.000810795,3,3,DenseNet169
0.99661154,0.001222144,0.000278388,0.001386324,0.000501641,0,0,DenseNet169
0.10892278,0.1020641,0.09407186,0.002408704,0.69253254,4,4,DenseNet169
0.001040033,0.011401475,0.98460335,0.002204456,0.000750687,2,2,DenseNet169
0.004548862,0.002911038,0.017417941,0.97396886,0.001153288,3,3,DenseNet169
0.15370867,0.8315748,0.010327562,0.003660952,0.000728136,1,1,DenseNet169
